xmzt,name,xzqy,wylx,xsjg,kpsj,zdmj,hs,wygs,xxxq,zxqq,qjl,tcw,cgsj,dls,dtpp,kfqy,jzsjdw,ssbk,jzlb,zlhx,jlsj,jzmj,lds,wyglf,zxxq,cqyxq,lul,cwpb,jgsj,wlmyl,thpb,kfszz,ylsjdw,ylfg,lczc,lcts,xmdz,xmjj,href,qy
新,中海锦宸,小金口街道,普通住宅,14023元/㎡,2021-04,77724㎡,2210户,中海（惠州）物业服务有限公司,,带装修,3.0,2332 （地上201/地下2131）个,,,,中海地产,,北站新城,板楼,建面约88/96/116/128㎡,暂无数据,313739㎡,17栋,2.7元/㎡·月,,住宅截至 2090年8月17日,38%,1:1.06,,,2梯4户；3梯6户,,,,暂无数据,品牌房企 投资产品 公园地产 景观居所 品质居所,大湾区·惠州·高铁北站旁,中海锦宸花园位于惠州高铁北站新城，雄踞湾区门户交通枢纽中心，五轨交汇，18分钟三站抵深，融深无界。毗邻城市快速干道-金泉路，与江北华贸-佳兆业商圈快捷互联，一刻尽享双CBD的繁华万象。,http://newhouse.fz0752.com/project/detail.shtml?num=20210004,46
xmzt,name,xzqy,wylx,xsjg,kpsj,zdmj,hs,wygs,xxxq,zxqq,qjl,tcw,cgsj,dls,dtpp,kfqy,jzsjdw,ssbk,jzlb,zlhx,jlsj,jzmj,lds,wyglf,zxxq,cqyxq,lul,cwpb,jgsj,wlmyl,thpb,kfszz,ylsjdw,ylfg,lczc,lcts,xmdz,xmjj,href,qy
在,新力城,水口街道,普通住宅 别墅 商铺,12500元/㎡,2021-03-27,56万㎡,三期3070户,新力物业,,毛坯,2.2,三期3626个,,,,惠州市汤普实业有限公司,,东部新城,板楼 高层 叠拼别墅,高层约89/109/118/136㎡3-4房,暂无数据,123万㎡,三期54栋,2.6/3.5元/㎡·月,,70年,35%,1:1.18,,,2梯4户,粤（惠）房开证字第3000125号,,,1/4/5/7/8/11/12/14/15/16/17为32层，2/3/6/9/10/13为31层,品牌房企 刚需产品 改善产品 豪华社区 宜居生态,惠州市惠城区水口皇冠路（惠州中学旁）,新力城处于惠州市惠城区水口皇冠路（惠州中学旁），是承载城市居住功能的江东CLD（商业中央生活区），规划有惠州第二大高中教育用地——惠州中学；同时拥丰富的江景公园资源，“两区四景”湿地市政公园——曲水湾主题公园， 3公里长漉江沥、近10万平湖滨公园、7.7公里洛塘渠公园，政府与新力地产双强巨资打造绿氧公园，更有4.5公里休闲环湖跑道，尽享负离子城市新生活。,http://newhouse.fz0752.com/project/detail.shtml?num=20170022,46
xmzt,name,xzqy,wylx,xsjg,kpsj,zdmj,hs,wygs,xxxq,zxqq,qjl,tcw,cgsj,dls,dtpp,kfqy,jzsjdw,ssbk,jzlb,zlhx,jlsj,jzmj,lds,wyglf,zxxq,cqyxq,lul,cwpb,jgsj,wlmyl,thpb,kfszz,ylsjdw,ylfg,lczc,lcts,xmdz,xmjj,href,qy
在,御豪庭,江北街道,普通住宅,12419元/㎡,2021-04-10,59748㎡,1154户,惠州市骏耀物业管理有限公司,,毛坯,2.3,1375个,,中原地产,,惠州市骏耀实业有限公司,广东远顺建筑设计有限公司,大江北,小高层 高层,72-134㎡高层/150㎡复式多层,2020-12,187629.9㎡,20栋,2元/㎡·月,,70,30%,1:1.29,,,,粤（惠）房开证字第5000447号,惠州市风艺园林景观设计公司,,一期1-4栋31层，5-10栋8层；二期1-5栋31-32层，7-9栋8层，6栋为幼儿园，10栋为商业,刚需产品 改善产品,惠城江北三新六、七组188号,"御豪庭项目位于惠城区江北三环路旁，距市政府中心仅3分钟车程，项目是由惠州市骏耀实业有限公司倾心打造,以精品复式洋房及品质型高层住宅搭配开发的江北CBD低密人居豪宅之作，项目总占地约6万㎡分两期开发，拥有千亿级城市配套，是集城市行政中心、商务中心和文化中心于一体的高端品质项目。休闲的娱乐享受、优质的城市核心地段使之必然造就大成之作。",http://newhouse.fz0752.com/project/detail.shtml?num=20180093,46
xmzt,name,xzqy,wylx,xsjg,kpsj,zdmj,hs,wygs,xxxq,zxqq,qjl,tcw,cgsj,dls,dtpp,kfqy,jzsjdw,ssbk,jzlb,zlhx,jlsj,jzmj,lds,wyglf,zxxq,cqyxq,lul,cwpb,jgsj,wlmyl,thpb,kfszz,ylsjdw,ylfg,lczc,lcts,xmdz,xmjj,href,qy
新,隆生鹿江花园,马安镇,城市综合体,14377元/㎡,2021-04-03,165672㎡,2573（1区1843/2区730）户,隆生物业,,毛坯,3.5,1区2463个/2区1034个,,,进口三菱,隆生企业,,金山新城,塔楼 高层,建面约106-155㎡ 三至五房,暂无数据,652918.98㎡,1区15栋/2区7栋,暂无数据,,住宅截至2088年12月25日,30%,1区1：1.34、2区1：1.4,,,2梯3户、2梯4户,,,现代风格,32层,品牌房企 改善产品 教育社区 豪华社区 品质居所,惠州惠城区金山新天地东一路（导航到隆生鹿江花园）,远闻书香近闻花，学校环绕我的家！隆生鹿江花园地处金山新天地板块，由惠州龙头房企——隆生企业倾力打造。项目总占地16.6万㎡，建面超65万㎡，紧邻鹿江沥湿地公园，自配建3.6万商业购物中心及54班九年一贯制公立学校，周边汇聚惠阳高级中学（高中部）、惠高附属实验学校、惠阳高级中学实验学校、惠州市综合高级中学、惠州经济技术职业学院等多所名牌学府，聚集高知人群，浓厚文化气息，是书香门第学府环绕的花园大社区。,http://newhouse.fz0752.com/project/detail.shtml?num=20200282,46
xmzt,name,xzqy,wylx,xsjg,kpsj,zdmj,hs,wygs,xxxq,zxqq,qjl,tcw,cgsj,dls,dtpp,kfqy,jzsjdw,ssbk,jzlb,zlhx,jlsj,jzmj,lds,wyglf,zxxq,cqyxq,lul,cwpb,jgsj,wlmyl,thpb,kfszz,ylsjdw,ylfg,lczc,lcts,xmdz,xmjj,href,qy
新,中海广场,江北街道,城市综合体,待定元/㎡,,约3.6万㎡,1348户,海纳万商物业管理有限公司,,带装修,3.95,1586个,,,,惠州盈通投资有限公司,,大江北,塔楼 高层 超高层,建面约37-83㎡,暂无数据,约22.9万㎡,暂无数据,3.2元/㎡·月,,40年,约18%,暂无数据,,,,,,,T1栋为办公及酒店，T2、T3栋为高定奢居，T2-T3裙楼、T4-T7为商业。,品牌房企 投资产品 中小户型,惠州·江北中央商务区（会展中心旁）,中海地产布局全球战略下的第十座中海广场，以旗下TOP级产品标准打造的扛鼎之作，十年匠造，敬献惠州。项目位于江北中央商务区核心，总占地约3.6万㎡，约22.9万㎡磅礴体量，协同城市力量缔造湾区都会的惠州舞台。项目将推出建面37-83㎡行政藏品级高定奢居产品，沿承中海第五代精装体系，成为湾区资产配置的绝佳选择。依托中海商务18载运营管理经验，项目还将推出惠州首例全生态服务式写字楼，5A甲级商务配置，并引入惠州唯一的标准五星级希尔顿酒店，引领极致奢华商旅。项目自身配套约2.5万㎡中海环宇系商业，以BLOCK街区的形态引领惠州商业蝶变。项目物业服务由中海物业集团旗下的海纳万商物业管理有限公司提供。作为中国首批一级资质物业管理企业，中海物业于2008-2018年连续10年入选中国物业百强企业TOP10，其旗下的海纳万商物业管理有限公司将以国际前沿运营标准，为企业提供全方位商务平台。,http://newhouse.fz0752.com/project/detail.shtml?num=20210016,46
xmzt,name,xzqy,wylx,xsjg,kpsj,zdmj,hs,wygs,xxxq,zxqq,qjl,tcw,cgsj,dls,dtpp,kfqy,jzsjdw,ssbk,jzlb,zlhx,jlsj,jzmj,lds,wyglf,zxxq,cqyxq,lul,cwpb,jgsj,wlmyl,thpb,kfszz,ylsjdw,ylfg,lczc,lcts,xmdz,xmjj,href,qy
在,深业西湖三里,龙丰街道,普通住宅,12218元/㎡,2020-08,二期10.6万㎡,二期2305户,深圳市鹏基物业管理有限公司,,毛坯,2.53,2687个,二期2018年4月8日,中原地产、百川利地产,,惠州深业南方地产有限公司,深圳市博万建筑设计事务所,红花湖片区,高层,建面88-159㎡,2020-12-26,二期35.3万㎡,二期18栋,1.8元/㎡·月,,70年,30%,1:1.17,,,2梯4户/2梯5户/3梯6户,粤（惠）房开证字第4000074号,深圳市博万建筑设计事务所,,1/2栋26层；6/17栋28层；3/7/13/14/15/16/19栋32层；5/8/9/10/11/12/18栋33层,教育社区 宜居生态,惠州市惠城区共联路15号（高榜山旁）,深业西湖三里是深业高榜山1号花园的二期升级力作，位于高榜山北麓，占地面积约10.6万㎡，建面约35.3万㎡，总户数2305户，产品以88-159㎡的三至五房为主。而深业高榜山1号花园总占地面积14.8万㎡，总建筑面积约47万㎡。其中一期建面约13.6万㎡，由5栋高层组成，共982户，产品以72～126㎡的高层二至四房为主。,http://newhouse.fz0752.com/project/detail.shtml?num=20170164,46
xmzt,name,xzqy,wylx,xsjg,kpsj,zdmj,hs,wygs,xxxq,zxqq,qjl,tcw,cgsj,dls,dtpp,kfqy,jzsjdw,ssbk,jzlb,zlhx,jlsj,jzmj,lds,wyglf,zxxq,cqyxq,lul,cwpb,jgsj,wlmyl,thpb,kfszz,ylsjdw,ylfg,lczc,lcts,xmdz,xmjj,href,qy
在,碧桂园日昇昌·领峰,江北街道,普通住宅,14625元/㎡,2020-12,45378㎡,1140户,碧桂园生活服务集团股份有限公司惠城分公司,,带装修,3.3,1460个,,,,惠州市宏成业实业发展有限公司,,大江北,高层,建面99-148㎡,2022-10,202589㎡,7栋,2.6元/㎡·月,,70年,35%,暂无数据,,,2梯4户,粤（惠）房开证字第5000494号,,,27层,品牌房企 改善产品 公园地产 豪华社区 宜居生态,惠州市惠城区江北金石三路碧桂园日昇昌领峰,项目占地4万㎡，建面约14.79万㎡，产品建筑面积约99-148㎡改善型三-四房；楼下即是建面约3万㎡围合式立体园林，在社区即可享受健康、运动生活。,http://newhouse.fz0752.com/project/detail.shtml?num=20200020,46
xmzt,name,xzqy,wylx,xsjg,kpsj,zdmj,hs,wygs,xxxq,zxqq,qjl,tcw,cgsj,dls,dtpp,kfqy,jzsjdw,ssbk,jzlb,zlhx,jlsj,jzmj,lds,wyglf,zxxq,cqyxq,lul,cwpb,jgsj,wlmyl,thpb,kfszz,ylsjdw,ylfg,lczc,lcts,xmdz,xmjj,href,qy
新,康馨华府,水口街道,普通住宅,11000元/㎡,2021-04-17,3415㎡,68户,惠州市逢春物业有限公司,,毛坯,2.0,70个,,,,惠州市金精实业有限公司,,东部新城,小高层 高层,建面约80㎡-113㎡三至四房,暂无数据,9422㎡,2栋,1.8元/㎡·月,,,暂无数据,1：1,2022年6月30日,瓷砖,,,,,暂无数据,刚需产品 中小户型 公园地产 现房,惠州市惠城区水口街道办事处盛业路1号,项目位于东江新城核心区域，可15分钟享受金山湖、江北CBD成熟配套。项目东 南面是惠州市政府斥7.7亿巨资打造的水岸生态景观带，“一轴、两翼、四区、四 景”的景观布局，让康馨业主实现家在公园旁的湖畔生活。,http://newhouse.fz0752.com/project/detail.shtml?num=20210015,46
xmzt,name,xzqy,wylx,xsjg,kpsj,zdmj,hs,wygs,xxxq,zxqq,qjl,tcw,cgsj,dls,dtpp,kfqy,jzsjdw,ssbk,jzlb,zlhx,jlsj,jzmj,lds,wyglf,zxxq,cqyxq,lul,cwpb,jgsj,wlmyl,thpb,kfszz,ylsjdw,ylfg,lczc,lcts,xmdz,xmjj,href,qy
在,鑫洲湖心岛1号,河南岸街道,普通住宅,18875元/㎡,2021-01-16,220000㎡,597户,金地物业,,暂无资料,3.5,807个,,,,惠州市鑫洲房地产开发有限公司,,,塔楼 高层,建面103-254㎡,暂无数据,1200000㎡,一期6栋,2.85元/㎡·月,,70,30%,1:1.35,,,,,,,20-32层,改善产品 公园地产 豪华社区 宜居生态 现房,惠城区金山大道10号,鑫洲湖心岛1号项目坐落于金山湖湖心岛核心区，美丽的金山湖畔，地理位置得天独厚，拥有稀缺一线南向湖景资源，由湖滨湿地生态公园玉带环绕，人居环境十分优越。项目建面120万㎡，是湖心岛内在售百万级航母大盘。,http://newhouse.fz0752.com/project/detail.shtml?num=20190045,46
xmzt,name,xzqy,wylx,xsjg,kpsj,zdmj,hs,wygs,xxxq,zxqq,qjl,tcw,cgsj,dls,dtpp,kfqy,jzsjdw,ssbk,jzlb,zlhx,jlsj,jzmj,lds,wyglf,zxxq,cqyxq,lul,cwpb,jgsj,wlmyl,thpb,kfszz,ylsjdw,ylfg,lczc,lcts,xmdz,xmjj,href,qy
新,华润置地曦江润府,马安镇,普通住宅 商铺,17357元/㎡,2021-04-23,约118879.54㎡,2585户,深圳华润物业管理有限公司惠州分公司,,毛坯,3.0,3516个,,,富士达或同等档次品牌,惠州市润衡房地产有限公司,深圳市华阳国际工程设计股份有限公司,金山新城,塔楼 高层 超高层,建面约98/138/168㎡,2023-09-30,约465680.38㎡,17栋,暂无数据,,住宅截至 2090年 09月 16日,35%,1：1.37,,,两梯四户,粤(惠)房开证字第5000528号,园林设计单位	广州山水比德设计股份有限公司,现代,暂无数据,品牌房企 改善产品 公园地产 景观居所 品质居所,惠城区新乐路南一号,华润置地远见湾区人居未来，于城市宜居滨江带，打造与自然共息、与人文同悟的约46万㎡惠州人居范本——华润置地曦江润府，占位不可复制的西枝江资源，揽金山湖都会级丰盛配套。以新中式美学主义，与西枝江自然相逢，融入惠州人文韵律，用现代手法呈现建筑美学精髓，越见惠州江居时代。,http://newhouse.fz0752.com/project/detail.shtml?num=20210007,46
xmzt,name,xzqy,wylx,xsjg,kpsj,zdmj,hs,wygs,xxxq,zxqq,qjl,tcw,cgsj,dls,dtpp,kfqy,jzsjdw,ssbk,jzlb,zlhx,jlsj,jzmj,lds,wyglf,zxxq,cqyxq,lul,cwpb,jgsj,wlmyl,thpb,kfszz,ylsjdw,ylfg,lczc,lcts,xmdz,xmjj,href,qy
在,蓝光铂汇公馆,江北街道,普通住宅 商铺,18000元/㎡,2020-11-21,48113.64㎡,1304户,四川嘉宝资产管理集团有限公司,富民小学,毛坯,4.16,2005个,,,,惠州市和胜置业有限公司,,大江北,塔板结合 高层 超高层,建面98-240㎡3-4房,暂无数据,274795㎡,14栋,2.5元/㎡·月,田家炳中学,70,30%,1:1.66,,,两梯四户，三梯两户,粤（惠）房开证字第5000376号,,,27层、45层,品牌房企 改善产品 江景洋房 豪华社区 现房,惠州市江北文华一路（合生桥江北一侧）,蓝光铂汇公馆位于惠州市政府西侧约800米即黄岗中学对面，地处江北CBD核心区域，是惠州江北CBD核心区域目前唯一在售的豪宅项目，纵观目前惠州市面上的高层豪宅，这是江北唯一一个同时占据东江、西湖、涛景高尔夫球场以及东江公园和鹅潭公园五大城市景观资源的高层在售项目。这种依公园而建的设计理念区域，都是世界各城市中最顶级的物业所在地，也是城中名流聚集之地。如：美国纽约的中央公园、英国的海德公园、法国凡尔赛公园、北京的奥林匹克公园、广州的珠江公园等等。,http://newhouse.fz0752.com/project/detail.shtml?num=20190027,46
xmzt,name,xzqy,wylx,xsjg,kpsj,zdmj,hs,wygs,xxxq,zxqq,qjl,tcw,cgsj,dls,dtpp,kfqy,jzsjdw,ssbk,jzlb,zlhx,jlsj,jzmj,lds,wyglf,zxxq,cqyxq,lul,cwpb,jgsj,wlmyl,thpb,kfszz,ylsjdw,ylfg,lczc,lcts,xmdz,xmjj,href,qy
在,中洲·天御,三栋镇,,16581元/㎡,2021-04,210211㎡,849户,中洲物业,,毛坯,2.8,3736个,,,,惠州市绿洲投资发展有限公司,,金山新城,塔板结合 高层,建面42/69/88/114/127/145㎡,暂无数据,617705㎡,23栋,2.7元/㎡·月,,70,30%,暂无数据,,,,粤(惠)房开证字第5000431号,,,1栋30层，2栋30层，3栋30层，4栋21层，5栋21层，6栋21层,品牌房企,金山湖南部·奥林匹克中心斜对面,中洲·天御是中洲控股继中洲·中央公园之后，打造的又一精工公园城堡。他坐拥金山湖公园、奥林中心体育公园及社区内部主题公园三公园物业，位于金山湖及南部新城交会片区，享受两片区规划利好，致献惠州刚需豪宅梦。,http://newhouse.fz0752.com/project/detail.shtml?num=20140089,46
xmzt,name,xzqy,wylx,xsjg,kpsj,zdmj,hs,wygs,xxxq,zxqq,qjl,tcw,cgsj,dls,dtpp,kfqy,jzsjdw,ssbk,jzlb,zlhx,jlsj,jzmj,lds,wyglf,zxxq,cqyxq,lul,cwpb,jgsj,wlmyl,thpb,kfszz,ylsjdw,ylfg,lczc,lcts,xmdz,xmjj,href,qy
在,隆生西江花园,桥东街道,普通住宅,15800元/㎡,2021-04,9.38万㎡,2060户,隆生物业,,毛坯,≤3.5,暂无数据,,,,惠州市西江花园置业有限公司,,金山新城,塔楼 高层,建面约112-168㎡三至五房,暂无数据,31.45万㎡,18栋,暂无数据,,70年,≥30%,暂无数据,,,,粤（惠）房开证字第5000474号,,,27-32层,品牌房企 改善产品 轨道物业 江景洋房 品质居所,惠州市西枝江畔新民五路（导航隆生西江花园）,隆生西江花园地处金山新城高档滨水生活区—桥东板块，坐落市区西枝江畔，拥有西枝江一线壮阔江景及金山湖公园无界视野，距离金山湖大型商业配套仅一路之隔。项目总占地面积约9.38万㎡，总建筑面积约31.45万㎡，分4个小区开发，共2060套，总层高27-32层。项目建筑南低北高设计，充分利用西枝江一线临江壮阔江景，打造顶级滨水高档住宅，全部设计112-175㎡舒适改善型产品，其中60%户型为140-175㎡超大户型，意打造西枝江畔江景豪宅高端圈层人居。,http://newhouse.fz0752.com/project/detail.shtml?num=20190037,46
xmzt,name,xzqy,wylx,xsjg,kpsj,zdmj,hs,wygs,xxxq,zxqq,qjl,tcw,cgsj,dls,dtpp,kfqy,jzsjdw,ssbk,jzlb,zlhx,jlsj,jzmj,lds,wyglf,zxxq,cqyxq,lul,cwpb,jgsj,wlmyl,thpb,kfszz,ylsjdw,ylfg,lczc,lcts,xmdz,xmjj,href,qy
在,保利达江湾南岸,江北街道,普通住宅 别墅 城市综合体,18540元/㎡,2020-11,146000㎡,3000（二期779户）户,沈阳佳尊,,毛坯,3.5,二期1610个,,,三菱电梯,保利达（惠州）投资发展有限公司,深圳三愚建筑设计有限公司,大江北,塔板结合 高层 超高层,建面141-408㎡,2022-04,730000㎡,25栋,2.80元/㎡·月,,70年,35%,二期车位比1：2,,瓷砖,2梯4户，2梯2户，3梯2户，2梯3户,粤(惠)房开证字第4000081号,广州普邦园林有限公司股份有限公司,泰式风格,暂无数据,江景洋房,惠州市惠城区江北沿江路8号 （广电新闻中心旁）,保利达江湾南岸是由港澳豪宅专家——保利达集团倾心打造，项目占地约14.6万㎡，总建筑面积约72万㎡，分四期开发；拥有250000㎡高端商业配套、城市滨江豪宅、星级酒店、上流圈层会所、双无边际泳池、国际双语幼儿园等多种生活配套环绕。,http://newhouse.fz0752.com/project/detail.shtml?num=20140083,46
xmzt,name,xzqy,wylx,xsjg,kpsj,zdmj,hs,wygs,xxxq,zxqq,qjl,tcw,cgsj,dls,dtpp,kfqy,jzsjdw,ssbk,jzlb,zlhx,jlsj,jzmj,lds,wyglf,zxxq,cqyxq,lul,cwpb,jgsj,wlmyl,thpb,kfszz,ylsjdw,ylfg,lczc,lcts,xmdz,xmjj,href,qy
在,星河传奇,汝湖镇,普通住宅,11600元/㎡,2020-11-28,101831㎡,2696户,星河智善物业,汝湖中心小学,毛坯,3.0,3032个,2020年5月,易居／合富,通力,惠州市贯通房地产开发有限公司,筑博设计股份有限公司,大江北,高层,建面89-125㎡,2023-04-22,404382.76㎡,16栋,2.6元/㎡·月,汝湖中学,住宅截止2090年01月09日,30%,1:1.12,2022年9月,涂料、真石漆,2梯4户,粤（惠）房开证字第5000493号,迈丘景观规划设计有限公司,现代简洁,33层,品牌房企 教育社区,惠州市惠城区汝湖镇惠民大道555号,星河传奇传承“星河所在，必定中心”的中心魅力，以深圳星河传奇的精良品质，升级打造全国第五座的竞品项目，星河传奇位于城市CAZ中轴线之上，雄踞江北中央豪宅区腹地，高端精工住宅，为城市精英筑造从容生活主场；,http://newhouse.fz0752.com/project/detail.shtml?num=20200271,46
xmzt,name,xzqy,wylx,xsjg,kpsj,zdmj,hs,wygs,xxxq,zxqq,qjl,tcw,cgsj,dls,dtpp,kfqy,jzsjdw,ssbk,jzlb,zlhx,jlsj,jzmj,lds,wyglf,zxxq,cqyxq,lul,cwpb,jgsj,wlmyl,thpb,kfszz,ylsjdw,ylfg,lczc,lcts,xmdz,xmjj,href,qy
